e3c69453-cce8-32dd-9945-5ba7d21ee496.jpg,sliding door,four-poster,"studio couch, day bed","quilt, comforter, comfort, puff","dining table, board",0.35063257813453674,0.2798495590686798,0.17589633166790009,0.052414048463106155,0.049943193793296814
397193e4-a5f3-33dc-9dff-189b32fdee57.jpg,sliding door,window shade,four-poster,"studio couch, day bed",table lamp,0.6061278581619263,0.1397409588098526,0.08102256059646606,0.03929969668388367,0.026986395940184593
0207835d-13a1-3269-acf3-ba73437d1276.jpg,radiator,pillow,shower curtain,packet,"handkerchief, hankie, hanky, hankey",0.3373569846153259,0.16444382071495056,0.0923430323600769,0.05825940519571304,0.046811543405056
b9f3564b-6353-3322-bfcd-49090c322caa.jpg,street sign,"brass, memorial tablet, plaque","ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin","cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",parking meter,0.9881779551506042,0.005727038718760014,0.0022373360116034746,0.001458045095205307,0.0009641344076953828
8ef8005f-9eff-3edd-bab1-9fccf513e62e.jpg,"toilet tissue, toilet paper, bathroom tissue",shower curtain,envelope,radiator,"lampshade, lamp shade",0.8552786707878113,0.08036994189023972,0.017897266894578934,0.007021763361990452,0.006864406168460846
b177c83c-720b-3c2f-bf2d-ca9c33287c52.jpg,radiator,"refrigerator, icebox",broom,shovel,"plunger, plumber's helper",0.8858426809310913,0.028538113459944725,0.020761776715517044,0.016334492713212967,0.006172088906168938
db7dadb8-a6b9-3b0e-9725-c96517734fbf.jpg,"bathtub, bathing tub, bath, tub","tub, vat",shower curtain,toilet seat,"washbasin, handbasin, washbowl, lavabo, wash-hand basin",0.8024091124534607,0.09624599665403366,0.018957525491714478,0.01244692038744688,0.01142126228660345
d5c768ba-c5f6-32f0-8f6c-476ccbe86b20.jpg,"medicine chest, medicine cabinet","washbasin, handbasin, washbowl, lavabo, wash-hand basin",shower curtain,"bathtub, bathing tub, bath, tub","tub, vat",0.5127032995223999,0.42456549406051636,0.03102748468518257,0.0158942099660635,0.006061295047402382
b6403548-075b-3d53-b8ad-7fa29cb2ec7b.jpg,"washbasin, handbasin, washbowl, lavabo, wash-hand basin",library,sliding door,desk,window shade,0.5162529945373535,0.10703005641698837,0.10565788298845291,0.09269802272319794,0.03675171360373497
9d2c1a14-3be1-3bed-b32f-34b6472abd03.jpg,"dining table, board",desk,table lamp,bookcase,"file, file cabinet, filing cabinet",0.6882336735725403,0.1086774468421936,0.0682818815112114,0.01876814104616642,0.013626806437969208
